Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio de Seguridad;784;Mayo;20:28;Nocturno;Varón;57;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;260;Mayo;20:40;Nocturno;Mujer;21;15 - 24;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-05-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;763;Mayo;17:00;Diurno;Varón;48;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-03 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;420;Mayo;14:32;Diurno;Varón;24;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-03 00:00:00.000;Calle
Ministerio de Seguridad;427;Mayo;00:10;Nocturno;Mujer;26;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-03 00:00:00.000;Calle
Ministerio de Seguridad;260;Mayo;12:00;Diurno;Varón;24;15 - 24;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-05-03 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;21:30;Nocturno;Varón;37;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-03 00:00:00.000;Calle
Ministerio de Seguridad;126;Mayo;23:00;Nocturno;Varón;34;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-04 00:00:00.000;Calle
Ministerio de Seguridad;126;Mayo;23:00;Nocturno;Varón;35;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-04 00:00:00.000;Calle
Ministerio de Seguridad;728;Mayo;16:30;Diurno;Varón;39;35 - 44;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;728;Mayo;16:30;Diurno;Varón;44;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;441;Mayo;19:20;Nocturno;Varón;-1;Sin determinar;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-05-04 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;19:20;Nocturno;Varón;-1;Sin determinar;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-05-04 00:00:00.000;Calle
Ministerio de Seguridad;126;Mayo;23:55;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-05-05 00:00:00.000;Calle
Ministerio de Seguridad;840;Mayo;03:10;Nocturno;Varón;31;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-05 00:00:00.000;Calle
Ministerio de Seguridad;840;Mayo;03:10;Nocturno;Mujer;29;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-05 00:00:00.000;Calle
Ministerio de Seguridad;412;Mayo;14:10;Diurno;Varón;78;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-05 00:00:00.000;Calle
Ministerio de Seguridad;287;Mayo;03:50;Nocturno;Varón;19;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-06 00:00:00.000;Calle
Ministerio de Seguridad;196;Mayo;07:00;Nocturno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-06 00:00:00.000;Calle
Ministerio de Seguridad;651;Mayo;06:30;Nocturno;Mujer;70;65 - 74;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-05-06 00:00:00.000;Sin determinar
Ministerio de Seguridad;525;Mayo;06:30;Nocturno;Varón;63;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-05-06 00:00:00.000;Calle
Ministerio de Seguridad;525;Mayo;06:30;Nocturno;Varón;39;35 - 44;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-06 00:00:00.000;Calle
Ministerio de Seguridad;091;Mayo;22:34;Nocturno;Varón;20;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-06 00:00:00.000;Calle
Ministerio de Seguridad;413;Mayo;00:15;Nocturno;Varón;23;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;224;Mayo;05:21;Nocturno;Varón;15;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;791;Mayo;00:30;Nocturno;Mujer;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;760;Mayo;06:45;Nocturno;Varón;26;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;035;Mayo;06:30;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;658;Mayo;17:30;Diurno;Mujer;74;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Calle
Ministerio de Seguridad;126;Mayo;16:10;Diurno;Mujer;29;25 - 34;Acompañante;Motocicleta;Motocicleta;Vuelco / despiste;2018-05-08 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Mayo;06:45;Nocturno;Varón;-1;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-08 00:00:00.000;Calle
Ministerio de Seguridad;224;Mayo;04:44;Nocturno;Varón;26;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-09 00:00:00.000;Calle
Ministerio de Seguridad;805;Mayo;00:00;Nocturno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-05-10 00:00:00.000;Calle
Ministerio de Seguridad;175;Mayo;13:05;Diurno;Mujer;12;5 - 14;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-05-11 00:00:00.000;Calle
Ministerio de Seguridad;105;Mayo;13:35;Diurno;Mujer;72;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-11 00:00:00.000;Calle
Ministerio de Seguridad;371;Mayo;18:30;Diurno;Mujer;47;45 - 54;Sin determinar;Motocicleta;Motocicleta;Sin determinar;2018-05-11 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;364;Mayo;23:00;Nocturno;Varón;19;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-11 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;364;Mayo;23:00;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-11 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;070;Mayo;22:00;Nocturno;Varón;69;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-12 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;826;Mayo;19:25;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-12 00:00:00.000;Calle
Ministerio de Seguridad;648;Mayo;15:45;Diurno;Varón;4;0 - 4;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-12 00:00:00.000;Calle
Ministerio de Seguridad;412;Mayo;17:30;Diurno;Varón;54;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-12 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;17:30;Diurno;Varón;46;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-12 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;274;Mayo;05:15;Nocturno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-12 00:00:00.000;Calle
Ministerio de Seguridad;882;Mayo;19:30;Nocturno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-13 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;126;Mayo;04:20;Nocturno;Varón;26;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-13 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;126;Mayo;04:20;Nocturno;Mujer;25;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-13 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;084;Mayo;09:00;Diurno;Varón;33;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-14 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;756;Mayo;06:20;Nocturno;Varón;-1;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-15 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;410;Mayo;13:35;Diurno;Varón;64;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-15 00:00:00.000;Calle
Ministerio de Seguridad;505;Mayo;21:15;Nocturno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-16 00:00:00.000;Calle
Ministerio de Seguridad;505;Mayo;21:15;Nocturno;Varón;65;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-16 00:00:00.000;Calle
Ministerio de Seguridad;560;Mayo;21:03;Nocturno;Mujer;55;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-16 00:00:00.000;Calle
Ministerio de Seguridad;412;Mayo;16:00;Diurno;Varón;59;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-17 00:00:00.000;Calle
Ministerio de Seguridad;560;Mayo;01:45;Nocturno;Varón;35;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-17 00:00:00.000;Calle
Ministerio de Seguridad;560;Mayo;20:00;Nocturno;Varón;44;35 - 44;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-05-17 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;056;Mayo;12:30;Diurno;Mujer;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-18 00:00:00.000;Calle
Ministerio de Seguridad;760;Mayo;20:10;Nocturno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-18 00:00:00.000;Calle
Ministerio de Seguridad;568;Mayo;03:00;Nocturno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-18 00:00:00.000;Calle
Ministerio de Seguridad;357;Mayo;02:15;Nocturno;Varón;-1;Sin determinar;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-18 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;357;Mayo;02:15;Nocturno;Varón;65;65 - 74;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-05-18 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;210;Mayo;12:00;Diurno;Varón;62;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;210;Mayo;12:00;Diurno;Varón;78;75 y más;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;568;Mayo;05:00;Nocturno;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-05-19 00:00:00.000;Calle
Ministerio de Seguridad;532;Mayo;00:40;Nocturno;Varón;27;25 - 34;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;532;Mayo;00:40;Nocturno;Varón;42;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Mayo;08:00;Diurno;Varón;41;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-20 00:00:00.000;Calle
Ministerio de Seguridad;035;Mayo;05:30;Nocturno;Varón;16;15 - 24;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-05-20 00:00:00.000;Calle
Ministerio de Seguridad;035;Mayo;03:55;Nocturno;Varón;24;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-05-20 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;18:20;Diurno;Mujer;90;75 y más;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-20 00:00:00.000;Calle
Ministerio de Seguridad;217;Mayo;07:25;Diurno;Varón;31;25 - 34;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-05-20 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;595;Mayo;15:00;Diurno;Mujer;41;35 - 44;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-05-21 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;371;Mayo;11:05;Diurno;Mujer;84;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-21 00:00:00.000;Calle
Ministerio de Seguridad;638;Mayo;16:10;Diurno;Varón;50;45 - 54;Sin determinar;Automóvil;Automóvil;Sin determinar;2018-05-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;441;Mayo;19:30;Nocturno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Sin determinar;2018-05-21 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;13:00;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-21 00:00:00.000;Calle
Ministerio de Seguridad;455;Mayo;09:25;Diurno;Varón;58;55 - 64;Conductor;Camión;Camión;Vuelco / despiste;2018-05-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;343;Mayo;00:30;Nocturno;Mujer;33;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-05-22 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;638;Mayo;20:50;Nocturno;Varón;33;25 - 34;Conductor;Otro;Otro;Colisión vehículo / vehículo;2018-05-22 00:00:00.000;Calle
Ministerio de Seguridad;560;Mayo;16:10;Diurno;Varón;71;65 - 74;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-05-22 00:00:00.000;Calle
Ministerio de Seguridad;560;Mayo;01:10;Nocturno;Varón;31;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-05-22 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;224;Mayo;17:36;Diurno;Varón;63;55 - 64;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-23 00:00:00.000;Calle
Ministerio de Seguridad;357;Mayo;11:05;Diurno;Varón;59;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-05-23 00:00:00.000;Calle
Ministerio de Seguridad;406;Mayo;18:30;Diurno;Mujer;65;65 - 74;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Sin determinar
Ministerio de Seguridad;406;Mayo;18:30;Diurno;Varón;60;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Sin determinar
Ministerio de Seguridad;406;Mayo;18:30;Diurno;Varón;68;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Sin determinar
Ministerio de Seguridad;406;Mayo;18:30;Diurno;Varón;59;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Sin determinar
Ministerio de Seguridad;434;Mayo;01:00;Nocturno;Varón;37;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Calle
Ministerio de Seguridad;588;Mayo;05:50;Nocturno;Mujer;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Sin determinar
Ministerio de Seguridad;588;Mayo;05:50;Nocturno;Mujer;42;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Sin determinar
Ministerio de Seguridad;861;Mayo;21:40;Nocturno;Varón;25;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;412;Mayo;22:20;Nocturno;Mujer;55;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Calle
Ministerio de Seguridad;070;Mayo;03:00;Nocturno;Mujer;48;45 - 54;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;595;Mayo;12:00;Diurno;Varón;19;15 - 24;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-05-26 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;672;Mayo;07:15;Diurno;Varón;55;55 - 64;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-05-26 00:00:00.000;Calle
Ministerio de Seguridad;182;Mayo;05:03;Nocturno;Varón;16;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-26 00:00:00.000;Calle
Ministerio de Seguridad;203;Mayo;09:00;Diurno;Varón;20;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-05-27 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;427;Mayo;03:30;Nocturno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Calle
Ministerio de Seguridad;539;Mayo;19:10;Nocturno;Varón;38;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;05:30;Nocturno;Mujer;43;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Calle
Ministerio de Seguridad;441;Mayo;18:20;Diurno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Sin determinar;2018-05-27 00:00:00.000;Calle
Ministerio de Seguridad;134;Mayo;08:40;Diurno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;511;Mayo;07:50;Diurno;Mujer;63;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;511;Mayo;07:50;Diurno;Varón;63;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;515;Mayo;00:00;Nocturno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-28 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;434;Mayo;20:20;Nocturno;Varón;45;45 - 54;Conductor;Bicicleta;Bicicleta;Sin determinar;2018-05-28 00:00:00.000;Calle
Ministerio de Seguridad;063;Mayo;08:00;Diurno;Mujer;27;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-05-28 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;364;Mayo;22:25;Nocturno;Varón;31;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-29 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Mayo;08:30;Diurno;Varón;38;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-29 00:00:00.000;Calle
Ministerio de Seguridad;028;Mayo;20:00;Nocturno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-05-29 00:00:00.000;Calle
Ministerio de Seguridad;532;Mayo;01:47;Nocturno;Varón;47;45 - 54;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-30 00:00:00.000;Calle
Ministerio de Seguridad;861;Mayo;03:00;Nocturno;Varón;39;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-05-30 00:00:00.000;Calle
Ministerio de Seguridad;609;Mayo;12:10;Diurno;Mujer;44;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-05-31 00:00:00.000;Sin determinar
Ministerio de Seguridad;595;Mayo;11:00;Diurno;Mujer;2;0 - 4;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-05-31 00:00:00.000;Calle
Ministerio de Seguridad;427;Mayo;14:00;Diurno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-31 00:00:00.000;Calle
Ministerio de Seguridad;238;Mayo;19:00;Diurno;Varón;35;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-05-31 00:00:00.000;Calle
Ministerio de Seguridad;035;Junio;11:30;Diurno;Varón;40;35 - 44;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-01 00:00:00.000;Calle
Ministerio de Seguridad;525;Junio;13:25;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Calle
Ministerio de Seguridad;231;Junio;08:00;Diurno;Varón;54;45 - 54;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;231;Junio;08:00;Diurno;Varón;25;25 - 34;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;231;Junio;08:00;Diurno;Varón;60;55 - 64;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;231;Junio;08:00;Diurno;Varón;35;35 - 44;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;231;Junio;08:00;Diurno;Varón;58;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;441;Junio;22:35;Nocturno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Calle
Ministerio de Seguridad;805;Junio;17:30;Diurno;Varón;72;65 - 74;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-06-03 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;760;Junio;20:30;Nocturno;Mujer;-1;Sin determinar;Acompañante;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-03 00:00:00.000;Calle
Ministerio de Seguridad;665;Junio;03:35;Nocturno;Varón;54;45 - 54;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-06-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;568;Junio;09:00;Diurno;Varón;78;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-04 00:00:00.000;Calle
Ministerio de Seguridad;490;Junio;12:00;Diurno;Varón;40;35 - 44;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-04 00:00:00.000;Calle
Ministerio de Seguridad;497;Junio;13:27;Diurno;Varón;27;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-06 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;609;Junio;10:00;Diurno;Varón;69;65 - 74;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-06 00:00:00.000;Sin determinar
Ministerio de Seguridad;609;Junio;10:00;Diurno;Varón;68;65 - 74;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-06 00:00:00.000;Sin determinar
Ministerio de Seguridad;408;Junio;18:00;Diurno;Mujer;30;25 - 34;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-06 00:00:00.000;Calle
Ministerio de Seguridad;252;Junio;18:00;Diurno;Varón;30;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-07 00:00:00.000;Calle
Ministerio de Seguridad;791;Junio;05:30;Nocturno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-06-07 00:00:00.000;Calle
Ministerio de Seguridad;760;Junio;20:00;Nocturno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-08 00:00:00.000;Calle
Ministerio de Seguridad;056;Junio;13:30;Diurno;Mujer;51;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-08 00:00:00.000;Calle
Ministerio de Seguridad;763;Junio;15:00;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-09 00:00:00.000;Calle
Ministerio de Seguridad;357;Junio;05:00;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;056;Junio;09:30;Diurno;Mujer;87;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-09 00:00:00.000;Calle
Ministerio de Seguridad;728;Junio;22:42;Nocturno;Varón;40;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;119;Junio;06:00;Nocturno;Varón;23;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;560;Junio;08:30;Diurno;Varón;52;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;238;Junio;23:00;Nocturno;Mujer;18;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-06-10 00:00:00.000;Calle
Ministerio de Seguridad;791;Junio;02:30;Nocturno;Mujer;1;0 - 4;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Junio;02:30;Nocturno;Mujer;26;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Junio;02:30;Nocturno;Mujer;57;55 - 64;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Junio;02:30;Nocturno;Varón;34;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Junio;02:30;Nocturno;Mujer;11;5 - 14;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-10 00:00:00.000;Ruta Provincial
