BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Seguridad;638;15/9/2020;Septiembre;18:00;Martes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;161;31/10/2020;Octubre;18:30;Sábado;Fin de semana;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;42;35 - 44  ;Conductor;Camión
Ministerio de Seguridad;735;31/12/2020;Diciembre;10:00;Jueves;Lunes a Viernes;Diurno;Ruta Nacional;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;805;3/1/2020;Enero;20:00;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;805;14/1/2020;Enero;04:45;Martes;Lunes a Viernes;Nocturno;Autopista / Autovía;Vuelco / despiste;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;805;28/1/2020;Enero;18:40;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Camión
Ministerio de Seguridad;861;20/2/2020;Febrero;12:19;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / persona;Masculino;10;5 - 14;Peatón;No corresponde (peatón)
Ministerio de Seguridad;861;29/4/2020;Abril;21:18;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Femenino;19;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;749;29/4/2020;Abril;17:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;805;17/6/2020;Junio;13:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;37;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;756;22/6/2020;Junio;14:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;66;65 - 74  ;Conductor;Automóvil
Ministerio de Seguridad;756;27/6/2020;Junio;21:08;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;59;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;602;11/8/2020;Agosto;19:25;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Pasajero;Colectivo
Ministerio de Seguridad;861;7/10/2020;Octubre;10:00;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;412;24/1/2020;Enero;16:10;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;82;75 y más;Pasajero;Colectivo
Ministerio de Seguridad;412;24/1/2020;Enero;16:30;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;63;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;427;2/3/2020;Marzo;13:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;61;55 - 64  ;Acompañante;Motocicleta
Ministerio de Seguridad;427;18/9/2020;Septiembre;00:00;Viernes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;59;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;805;6/10/2020;Octubre;00:00;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;43;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;427;2/3/2020;Marzo;13:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;525;28/5/2020;Mayo;19:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;47;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;371;1/8/2020;Agosto;01:35;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;861;13/10/2020;Octubre;21:23;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;33;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;805;14/10/2020;Octubre;20:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;22;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;805;21/10/2020;Octubre;00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;805;5/11/2020;Noviembre;07:10;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;66;65 - 74  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;252;15/11/2020;Noviembre;03:45;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;861;1/12/2020;Diciembre;21:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Pasajero;Colectivo
Ministerio de Seguridad;861;9/12/2020;Diciembre;17:45;Miércoles;Lunes a Viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;861;18/12/2020;Diciembre;19:30;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;38;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;252;20/12/2020;Diciembre;00:25;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;749;16/12/2020;Diciembre;09:15;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;62;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;371;5/1/2020;Enero;21:15;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;371;29/1/2020;Enero;19:10;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;371;19/5/2020;Mayo;12:00;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;43;35 - 44  ;Acompañante;Automóvil
Ministerio de Seguridad;371;6/7/2020;Julio;11:20;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;73;65 - 74  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;371;1/7/2020;Julio;04:50;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;14;5 - 14;Acompañante;Motocicleta
Ministerio de Seguridad;371;20/8/2020;Agosto;21:00;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;45;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;371;28/8/2020;Agosto;20:05;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;427;5/9/2020;Septiembre;13:40;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Sin especificar vehículo
Ministerio de Seguridad;427;26/9/2020;Septiembre;20:00;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;53;45 - 54  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;371;13/10/2020;Octubre;15:40;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;37;35 - 44  ;Conductor;Bicicleta
Ministerio de Seguridad;371;20/10/2020;Octubre;06:24;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;62;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;371;27/10/2020;Octubre;06:10;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;32;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;371;25/12/2020;Diciembre;08:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;371;1/8/2020;Agosto;01:35;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;34;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;441;13/9/2020;Septiembre;16:15;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;412;25/1/2020;Enero;17:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;638;12/2/2020;Febrero;02:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;31;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;638;21/2/2020;Febrero;14:10;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;60;55 - 64  ;Conductor;Camioneta
Ministerio de Seguridad;412;22/2/2020;Febrero;14:40;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;22;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;760;6/3/2020;Marzo;21:53;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;65;65 - 74  ;Conductor;Camioneta
Ministerio de Seguridad;515;10/3/2020;Marzo;00:01;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;412;11/6/2020;Junio;11:20;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;76;75 y más;Acompañante;Sin especificar vehículo
Ministerio de Seguridad;760;24/6/2020;Junio;00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Camión
Ministerio de Seguridad;638;19/7/2020;Julio;17:54;Domingo;Fin de semana;Diurno;Calle;Sin determinar;Femenino;88;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;412;25/7/2020;Julio;00:00;Sábado;Fin de semana;Nocturno;Ruta Nacional;Sin determinar;Masculino;87;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;427;22/9/2020;Septiembre;00:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Femenino;16;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;427;24/9/2020;Septiembre;12:10;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;44;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;028;17/9/2020;Septiembre;11:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;760;11/10/2020;Octubre;22:45;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;18;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;515;17/10/2020;Octubre;07:20;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / persona;Masculino;58;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;638;18/10/2020;Octubre;05:20;Domingo;Fin de semana;Nocturno;Ruta Provincial;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;638;24/10/2020;Octubre;18:50;Sábado;Fin de semana;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;44;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;515;30/10/2020;Octubre;20:20;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;638;2/11/2020;Noviembre;10:15;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;760;10/11/2020;Noviembre;08:08;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;74;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;412;16/11/2020;Noviembre;10:11;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;515;21/11/2020;Noviembre;00:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;412;28/11/2020;Noviembre;04:15;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Camión
Ministerio de Seguridad;638;30/11/2020;Noviembre;00:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;39;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;638;5/12/2020;Diciembre;03:10;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;638;10/12/2020;Diciembre;12:50;Jueves;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;70;65 - 74  ;Conductor;Automóvil
Ministerio de Seguridad;638;12/12/2020;Diciembre;06:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;560;7/1/2020;Enero;22:20;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;57;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;560;6/1/2020;Enero;21:40;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;77;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;560;11/1/2020;Enero;01:55;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;51;45 - 54  ;Acompañante;Automóvil
Ministerio de Seguridad;560;20/1/2020;Enero;12:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;364;23/1/2020;Enero;16:00;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;64;55 - 64  ;Conductor;Bicicleta
Ministerio de Seguridad;560;1/2/2020;Febrero;01:00;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;56;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;560;14/2/2020;Febrero;05:00;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;41;35 - 44  ;Acompañante;Motocicleta
Ministerio de Seguridad;560;5/3/2020;Marzo;21:15;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;560;10/3/2020;Marzo;00:15;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;560;22/5/2020;Mayo;15:50;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;51;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;560;27/5/2020;Mayo;18:40;Miércoles;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Camión
Ministerio de Seguridad;560;29/6/2020;Junio;18:40;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;560;4/7/2020;Julio;12:00;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;16;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;434;8/9/2020;Septiembre;12:40;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;410;24/2/2020;Febrero;16:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;55;55 - 64  ;Pasajero;Colectivo
Ministerio de Seguridad;410;15/3/2020;Marzo;06:10;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;568;5/4/2020;Abril;18:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;17;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;408;17/5/2020;Mayo;08:25;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;568;21/6/2020;Junio;23:30;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;408;26/6/2020;Junio;22:40;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;441;5/9/2020;Septiembre;12:30;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;441;10/9/2020;Septiembre;22:40;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;568;28/10/2020;Octubre;21:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;44;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;568;29/10/2020;Octubre;00:00;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;21;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;427;4/1/2020;Enero;20:00;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;24;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;427;12/1/2020;Enero;02:00;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;427;18/1/2020;Enero;09:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;62;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;427;24/2/2020;Febrero;16:46;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;441;13/9/2020;Septiembre;16:15;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;6;5 - 14;Acompañante;Automóvil
Ministerio de Seguridad;427;25/11/2020;Noviembre;16:00;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;1;0 - 4  ;Acompañante;Camión
Ministerio de Seguridad;427;20/3/2020;Marzo;12:37;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;50;45 - 54  ;Ocupante de vehículo (sin especificar);Camión
Ministerio de Seguridad;427;17/4/2020;Abril;23:10;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;14;5 - 14;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;427;27/4/2020;Abril;09:40;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;40;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;427;5/5/2020;Mayo;21:30;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Sin especificar vehículo
Ministerio de Seguridad;427;9/5/2020;Mayo;00:00;Sábado;Fin de semana;Nocturno;Ruta Provincial;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;427;16/5/2020;Mayo;06:55;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;20;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;427;2/6/2020;Junio;06:20;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;36;35 - 44  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;427;6/7/2020;Julio;16:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;55;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;427;10/7/2020;Julio;12:30;Viernes;Lunes a Viernes;Diurno;Calle;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;427;18/7/2020;Julio;04:40;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;427;28/7/2020;Julio;21:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;60;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;427;30/7/2020;Julio;22:10;Jueves;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Femenino;24;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;427;25/11/2020;Noviembre;16:00;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;539;17/8/2020;Agosto;13:00;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;412;1/8/2020;Agosto;20:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;Sin determinar;Sin determinar;Conductor;Bicicleta
Ministerio de Seguridad;560;9/8/2020;Agosto;03:30;Domingo;Fin de semana;Nocturno;Calle;Vuelco / despiste;Masculino;23;15 - 24  ;Acompañante;Camioneta
Ministerio de Seguridad;427;10/8/2020;Agosto;21:10;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;34;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;427;13/8/2020;Agosto;15:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;31;25 - 34  ;Conductor;Camión
Ministerio de Seguridad;260;8/3/2020;Marzo;23:20;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;21;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;441;11/1/2020;Enero;01:55;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;32;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;274;12/9/2020;Septiembre;20:45;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Sin especificar vehículo
Ministerio de Seguridad;035;13/9/2020;Septiembre;04:45;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;427;29/10/2020;Octubre;11:00;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;66;65 - 74  ;Conductor;Bicicleta
Ministerio de Seguridad;427;28/10/2020;Octubre;01:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;56;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;427;24/11/2020;Noviembre;19:30;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Pasajero;Colectivo
Ministerio de Seguridad;427;22/11/2020;Noviembre;17:30;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;58;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;441;11/1/2020;Enero;01:55;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;52;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;427;27/11/2020;Noviembre;19:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;39;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;427;7/12/2020;Diciembre;16:52;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;427;17/12/2020;Diciembre;08:20;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;61;55 - 64  ;Conductor;Bicicleta
Ministerio de Seguridad;525;7/2/2020;Febrero;22:40;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;539;14/2/2020;Febrero;05:00;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;49;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;539;4/3/2020;Marzo;20:50;Miércoles;Lunes a Viernes;Nocturno;Sin determinar;Sin determinar;Masculino;Sin determinar;Sin determinar;Conductor;Sin especificar vehículo
Ministerio de Seguridad;539;6/3/2020;Marzo;22:04;Viernes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Femenino;58;55 - 64  ;Acompañante;Motocicleta
Ministerio de Seguridad;539;6/3/2020;Marzo;22:10;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;43;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;539;6/3/2020;Marzo;22:00;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;50;45 - 54  ;Conductor;Bicicleta
